Facility_INSPIRE_ID;parentCompanyName;nameOfFeature;mainActivityCode;mainActivityName;pointGeometryLon;pointGeometryLat;streetName;buildingNumber;city;postalCode;countryCode;reportingYear;status;CompetentAuthorityEPRTRId;authorityName;authorityTelephoneNo;facilityId;x;y
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001845.ProductionFacility;Aurajoki Oy;Aurajoki Oy, Metalliteollisuus;2(c)(iii);Installations for the processing of ferrous metals, Application of protective fused metal coats;23.63561;61.45036;Teollisuustie;2;Pirkkala;33960;FI;2019;functional;9074.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000001845;320672;6817579
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001848.ProductionFacility;ELEMENTIS MINERALS B.V. Branch Finland;ELEMENTIS MINERALS B.V. Branch Finland, Horsmanahon ja Pehmytkiven kaivos;3(b);Opencast mining and quarrying;29.24013;62.82937;Outokummuntie;58;Horsmanaho;83780;FI;2019;functional;9075.0;Centre for Economic Development, Transport and the Environment for North Karelia;0295026000;0000001848;614113;6968563
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001850.ProductionFacility;Elementis Minerals B.V. Branch Finland;Elementis Minerals B.V. Branch Finland, LIPASVAARAN KAIVOS;3(b);Opencast mining and quarrying;29.28078;63.01733;Höyrykankaantie;12;Polvijärvi;83700;FI;2019;functional;9076.0;Centre for Economic Development, Transport and the Environment for North Karelia;0295026000;0000001850;615441;6989568
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001854.ProductionFacility;Venator P&A Finland Oy;Venator P&A Finland Oy, Porin titaanidioksidipigmenttitehdas;4(b)(v);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Non-metals, metal oxides or other inorganic compounds such as calcium carbide, silicon, silicon carbide;21.55255;61.57752;Titaanitie;;Pori;28840;FI;2019;functional;9077.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001854;210973;6839214
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001855.ProductionFacility;Luvata Pori Oy;Luvata Pori Oy, Metalliteollisuus;2(e)(ii);Installation for the smelting, including the alloying, of non-ferrous metals, including recovered products (refining, foundry casting, etc.);21.8682;61.46226;Kuparitie;10;Pori;28330;FI;2019;functional;9078.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001855;226684;6825041
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001856.ProductionFacility;PVO-Lämpövoima Oy;PVO-Lämpövoima Oy, Tahkoluodon voimalaitos;1(c);Thermal power stations and other combustion installations;21.40442;61.63225;Tahkoluodontie;2;Pori;28900;FI;2019;functional;9079.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001856;203651;6845961
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001858.ProductionFacility;Fortum Waste Solutions Oy;Fortum Waste Solutions Oy, Mäntyluoto, keräysöljyn vastaanottolaitos;5(a);Installations for the recovery or disposal of hazardous waste;21.51338;61.59336;Kirrinsannantie;3;Pori;28880;FI;2019;functional;9080.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001858;209047;6841148
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001860.ProductionFacility;Corenso United Oy Ltd;Corenso United Oy Ltd, Porin kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);21.80733;61.49156;Kuninkaanlahdenkatu;14;Pori;28100;FI;2019;functional;9081.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001860;223707;6828555
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001861.ProductionFacility;Pori Energia Oy;Pori Energia Oy, Aittaluodon voimalaitos;1(c);Thermal power stations and other combustion installations;21.81623;61.48722;Kuninkaanlahdenkatu;;Pori;28100;FI;2019;functional;9082.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001861;224141;6828034
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001862.ProductionFacility;Fortum Power and Heat Oy;Fortum Power and Heat Oy, Meri-Porin voimalaitos;1(c);Thermal power stations and other combustion installations;21.40476;61.63243;Tahkoluoto;;Pori;28900;FI;2019;functional;9083.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001862;203671;6845980
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001864.ProductionFacility;INEOS Composites Finland Oy;INEOS Composites Finland Oy, POLYESTERITUOTANTO;4(a)(viii);Chemical installations for the production on an industrial scale of basic organic chemicals: Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres);25.4948;60.29786;Muovintie;35;Kulloo;06850;FI;2019;functional;9084.0;Centre for Economic Development, Transport and the Environment for Uusimaa;0295021000;0000001864;416804;6685533
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001865.ProductionFacility;BOREALIS POLYMERS OY;BOREALIS POLYMERS OY, BORSTAR-KOETEHDAS;4(a)(viii);Chemical installations for the production on an industrial scale of basic organic chemicals: Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres);25.49338;60.29678;SKÖLDVIKIN TEOLLISUUSALUE;;Porvoo;06100;FI;2019;functional;9085.0;Centre for Economic Development, Transport and the Environment for Uusimaa;0295021000;0000001865;416723;6685415
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001866.ProductionFacility;Neste Oyj;Neste Oyj, Porvoon jalostamo;1(a);Mineral oil and gas refineries;25.52596;60.31311;Jalostamontie;36;Porvoo;06850;FI;2019;functional;9086.0;Centre for Economic Development, Transport and the Environment for Uusimaa;0295021000;0000001866;418564;6687192
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001867.ProductionFacility;BEWISYMBRA RAW OY;BEWISYMBRA RAW OY, Polystyreenitehdas;4(a)(viii);Chemical installations for the production on an industrial scale of basic organic chemicals: Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres);25.51411;60.29502;Rajatie -;18132;Kulloo;06850;FI;2019;functional;9087.0;Centre for Economic Development, Transport and the Environment for Uusimaa;0295021000;0000001867;417864;6685193
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001883.ProductionFacility;Metsä Wood;Metsä Wood, Punkaharjun kerto- ja vaneritehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);29.38005;61.75835;;;;;FI;2019;functional;9088.0;Centre for Economic Development, Transport and the Environment for South Savo;0295024000;0000001883;625627;6849560
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001904.ProductionFacility;PYHÄSALMI MINE OY;PYHÄSALMI MINE OY, Pyhäsalmen kaivos, Pyhäjärvi;3(a);Underground mining and related operations;26.0438;63.66001;Mainarintie;2;Pyhäkumpu;86900;FI;2019;functional;9089.0;Centre for Economic Development, Transport and the Environment for North Ostrobothnia;0295038000;0000001904;452664;7059483
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001913.ProductionFacility;SSAB Europe Oy (ent. RUUKKI METALS OY);SSAB Europe Oy (ent. RUUKKI METALS OY), Raahen terästehdas;2(b);Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;24.42882;64.65403;Rautaruukintie;155;Raahe;92100;FI;2019;functional;9090.0;Centre for Economic Development, Transport and the Environment for North Ostrobothnia;0295038000;0000001913;377212;7172388
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001917.ProductionFacility;UPM Communication Papers Oy;UPM Communication Papers Oy, Rauman paperitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);21.47957;61.11844;Tikkalantie;1;Rauma;26100;FI;2019;functional;9091.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001917;202781;6788532
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;Metsä Fibre Oy;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;21.46621;61.1107;PL;165;Rauma;26101;FI;2019;functional;9092.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001919;201990;6787733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001921.ProductionFacility;Kuumasinkitys Rauma;Kuumasinkitys Rauma;2(c)(iii);Installations for the processing of ferrous metals, Application of protective fused metal coats;21.50698;61.06278;Sinkkitie;57;Unaja;26910;FI;2019;functional;9093.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001921;203734;6782223
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001926.ProductionFacility;Metsä Board Oyj;Metsä Board Oyj, Simpeleen kartonkitehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);29.34397;61.43514;Kenraalintie;1;Simpele;56800;FI;2019;functional;9094.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000001926;625019;6813503
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001931.ProductionFacility;Fortum Waste Solutions Oy;Fortum Waste Solutions Oy, Riihimäen toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;24.83237;60.77227;Kuulojankatu;1;Riihimäki;11120;FI;2019;functional;9095.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000001931;381938;6739371
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001932.ProductionFacility;UPM Plywood Oy;UPM Plywood Oy, Pelloksen vaneritehtaat;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);27.26546;61.47262;Karsikkoniementie;;Pellosniemi;;FI;2019;functional;9096.0;Centre for Economic Development, Transport and the Environment for South Savo;0295024000;0000001932;514144;6815461
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001985.ProductionFacility;Metalliteollisuus, Salo;Metalliteollisuus, Salo;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;23.11556;60.37661;Tehdaskatu;28;Salo;24100;FI;2019;functional;9097.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001985;285886;6699668
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001992.ProductionFacility;Seinäjoen Voima Oy;Seinäjoen Voima Oy, Seinäjoen voimalaitos;1(c);Thermal power stations and other combustion installations;22.81697;62.74109;Sevontie;1;Seinäjoki;60200;FI;2019;functional;9098.0;Centre for Economic Development, Transport and the Environment for South Ostrobothnia;0295027500;0000001992;286355;6963680
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001994.ProductionFacility;Nordkalk Oy Ab;Nordkalk Oy Ab, Siikaisten kalkkitehdas;3(b);Opencast mining and quarrying;21.72641;61.81655;Kurikanniskantie;36;Otamo;29860;FI;2019;functional;9099.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000001994;222342;6865019
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001995.ProductionFacility;YARA SUOMI OY;YARA SUOMI OY, Siilinjärvi;4(c);Chemical installations for the production on an industrial scale of phosphorous, nitrogen or potassium based fertilisers (simple or compound fertilisers);27.71604;63.12068;Nilsiäntie;501;Siilinjärvi;71801;FI;2019;functional;9100.0;Centre for Economic Development, Transport and the Environment for North Savo;0295026500;0000001995;536119;6999236
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002006.ProductionFacility;CH-Polymers Oy;CH-Polymers Oy, Kaipiaisten PVAC- lateksitehdas;4(a)(viii);Chemical installations for the production on an industrial scale of basic organic chemicals: Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres);27.10003;60.89564;Siilotie;7;Kaipiainen;46400;FI;2019;functional;9101.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000002006;505428;6751167
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002014.ProductionFacility;Rupert Finland Oy;Rupert Finland Oy, Pahtavaaran kaivos;3(a);Underground mining and related operations;26.41008;67.63414;Pahtavaarantie;440;Sattasvaara;99655;FI;2019;functional;9103.0;Centre for Economic Development, Transport and the Environment for Lapland;0295037000;0000002014;474950;7502194
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002017.ProductionFacility;Elementis Minerals B.V. Suomen sivuliike, PL 603, 87101 Kajaani;Elementis Minerals B.V. Suomen sivuliike, PL 603, 87101 Kajaani, Sotkamon tehdas;3(b);Opencast mining and quarrying;28.06991;64.11909;Kajaanintie;54;Korholanmäki;88620;FI;2019;functional;9104.0;Centre for Economic Development, Transport and the Environment for Kainuu;0295023500;0000002017;552107;7110723
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002052.ProductionFacility;Apetit Suomi Oy;Apetit Suomi Oy, Säkylän teollisuusjätevedenpuhdistamo;5(g);Independently operated industrial waste-water treatment plants which serve one or more activities covered in annex 1 of Regulation 166/2006;22.26512;61.08282;Maakunnantie;4;Säkylä;27820;FI;2019;functional;9105.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000002052;244732;6781253
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002078.ProductionFacility;Länsi-Rannikon Kala Oy, Taivassalo;Länsi-Rannikon Kala Oy, Taivassalo, Kalanjalsotus + pakastus;8(b)(i);Treatment and processing intended for the production of food and beverage products from animal raw materials (other than milk);21.65859;60.52071;Kalarannantie;175;Taivassalo;23310;FI;2019;functional;9106.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000002078;206982;6721307
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002087.ProductionFacility;Metsä Board Oyj;Metsä Board Oyj, Metsä Board Tako;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);23.76312;61.49656;Hallituskatu;1;Tampere;33100;FI;2019;functional;9107.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002087;327720;6822377
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002096.ProductionFacility;Tampereen Sähkölaitos Oy;Tampereen Sähkölaitos Oy, Naistenlahden voimalaitos;1(c);Thermal power stations and other combustion installations;23.77675;61.50999;Rauhaniementie;13;Tampere;33100;FI;2019;functional;9108.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002096;328519;6823835
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002110.ProductionFacility;Outokumpu Chrome Oy, Outokumpu Stainless Oy;Outokumpu Chrome Oy, Outokumpu Stainless Oy, Tornion tehtaat;2(b);Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;24.19413;65.76894;Terästie;;Tornio;95400;FI;2019;functional;9109.0;Centre for Economic Development, Transport and the Environment for Lapland;0295037000;0000002110;371534;7297025
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002130.ProductionFacility;Monäs Feed Oy Ab;Monäs Feed Oy Ab, Monäs;5(e);Installations for the disposal or recycling of animal carcasses and animal waste;22.33951;63.44912;Monäsvägen;442;Hirvlax;66970;FI;2019;functional;9110.0;Centre for Economic Development, Transport and the Environment for South Ostrobothnia;0295027500;0000002130;267722;7044088
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002134.ProductionFacility;Yara Suomi Oy;Yara Suomi Oy, Uudenkaupungin tehtaat;4(c);Chemical installations for the production on an industrial scale of phosphorous, nitrogen or potassium based fertilisers (simple or compound fertilisers);21.34071;60.79479;Hangontie;1;Uusikaupunki;23500;FI;2019;functional;9111.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000002134;192203;6753215
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002157.ProductionFacility;Vaskiluodon Voima Oy;Vaskiluodon Voima Oy, Vaasan voimalaitos, VL2;1(c);Thermal power stations and other combustion installations;21.55384;63.09079;Reinikatu;1;Vaasa;65170;FI;2019;functional;9112.0;Centre for Economic Development, Transport and the Environment for South Ostrobothnia;0295027500;0000002157;225240;7007362
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002160.ProductionFacility;UPM-Kymmene Oyj;UPM-Kymmene Oyj, Tervasaari, Valkeakoski;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);24.02246;61.26414;Tehtaankatu;3;Valkeakoski;37600;FI;2019;functional;9113.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002160;340335;6795848
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002203.ProductionFacility;Aureskosken Jalostetehdas Oy;Aureskosken Jalostetehdas Oy, Kolhon kyllästämö, Mänttä-Vilppula;6(c);Industrial plants for the preservation of wood and wood products with chemicals;24.51048;62.12823;Kyllästämöntie;10;Kolho;35990;FI;2019;functional;9114.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002203;370177;6890959
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002204.ProductionFacility;Formica IKI Oy;Formica IKI Oy, Ikilevytehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;24.5107;62.13327;Tehtaantie;12;Kolho;35990;FI;2019;functional;9115.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002204;370210;6891520
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002228.ProductionFacility;Kemira Chemicals Oy;Kemira Chemicals Oy, Äetsän tehtaat;4(b)(iv);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Salts, such as ammonium chloride, potassium chlorate, potassium carbonate, sodium carbonate, perborate, silver nitrate;22.71062;61.28193;Kemiantie;1;Sastamala;32740;FI;2019;functional;9116.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002228;270180;6801740
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002234.ProductionFacility;Metsä Fibre Oy;Metsä Fibre Oy, Äänekosken sellutehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;25.75298;62.59055;Sarvelantie;1;Äänekoski;44100;FI;2017;decommissioned;69523.0;Centre for Economic Development, Transport and the Environment for Central Finland;0295024500;0000002234;435955;6940590
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002248.ProductionFacility;HÄMEENLINNAN OSUUSMEIJERI;HÄMEENLINNAN OSUUSMEIJERI, Meijeri, Hämeenlinna;8(c);Treatment and processing of milk;24.43763;61.00422;Meijerikatu;4;Hämeenlinna;13130;FI;2019;functional;9117.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000002248;361455;6765968
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002251.ProductionFacility;Loimua Oy;Loimua Oy, Keinusaaren lk;1(c);Thermal power stations and other combustion installations;24.48206;60.9969;Keinusaarentie;2;Hämeenlinna;13100;FI;2019;functional;9118.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000002251;363825;6765060
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002253.ProductionFacility;Loimua Oy;Loimua Oy, Ahveniston lk;1(c);Thermal power stations and other combustion installations;24.41482;60.98486;Aleksis Kiven katu;1;Hämeenlinna;13100;FI;2019;functional;9119.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000002253;360137;6763861
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002261.ProductionFacility;PURSO OY;PURSO OY, SULATTO;2(e)(ii);Installation for the smelting, including the alloying, of non-ferrous metals, including recovered products (refining, foundry casting, etc.);22.99001;61.77485;Harjutie;1;Kilvakkala;39530;FI;2019;functional;9120.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002261;288515;6855623
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002276.ProductionFacility;Fiskars Finland Oy Ab;Fiskars Finland Oy Ab, Iittalan Lasitehdas;3(e);Installations for the manufacture of glass, including glass fibre;24.13226;61.0887;Tehtaantie;9;Iittala;14500;FI;2019;functional;9121.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000002276;345363;6776056
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002300.ProductionFacility;Lahti Energia Oy;Lahti Energia Oy, Kymijärven voimalaitoskokonaisuus, Lahti;1(c);Thermal power stations and other combustion installations;25.72008;60.99101;Voimakatu;16;Lahti;15170;FI;2019;functional;9122.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000002300;430758;6762462
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002336.ProductionFacility;Mäntän Energia Oy;Mäntän Energia Oy, Voimalaitos;1(c);Thermal power stations and other combustion installations;24.63539;62.02764;Tehtaankatu;20;Mänttä;35800;FI;2019;functional;9123.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002336;376280;6879514
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002338.ProductionFacility;Wipak Oy;Wipak Oy, Nastolan tehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;25.94943;60.93352;Wipaktie;2;Nastola;15560;FI;2019;functional;9124.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000002338;443062;6755839
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002346.ProductionFacility;Nokianvirran Energia Oy;Nokianvirran Energia Oy, Nokian voimalaitos;1(c);Thermal power stations and other combustion installations;23.49659;61.47344;Kerhokatu;10;Nokia;37100;FI;2019;functional;9125.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002346;313405;6820538
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002371.ProductionFacility;VALIO OY RIIHIMÄKI;VALIO OY RIIHIMÄKI, Riihimäen meijeri;8(c);Treatment and processing of milk;24.73352;60.70495;Meijeritie;6;Riihimäki;11710;FI;2019;functional;9126.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000002371;376297;6732058
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002387.ProductionFacility;Tampereen Sähkölaitos Oy;Tampereen Sähkölaitos Oy, Hervannan lämpökeskus;1(c);Thermal power stations and other combustion installations;23.87425;61.45263;Insinöörinkatu;37;Tampere;33720;FI;2019;functional;9127.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002387;333397;6817198
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002393.ProductionFacility;Tampereen Sähkölaitos Oy;Tampereen Sähkölaitos Oy, Naistenlahden lämpökeskus;1(c);Thermal power stations and other combustion installations;23.77853;61.50734;Parantolankatu;3;Tampere;33500;FI;2019;functional;9128.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002393;328599;6823536
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002394.ProductionFacility;Tampereen Sähkölaitos Oy;Tampereen Sähkölaitos Oy, Nekalan lämpökeskus;1(c);Thermal power stations and other combustion installations;23.77587;61.47854;Viinikankatu;42;Tampere;33800;FI;2019;functional;9129.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002394;328299;6820337
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002399.ProductionFacility;Tampereen Sähkölaitos Oy;Tampereen Sähkölaitos Oy, Sarankulman lämpökeskus;1(c);Thermal power stations and other combustion installations;23.7444;61.45624;Patamäenkatu;7;Tampere;33900;FI;2019;functional;9130.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002399;326500;6817939
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002408.ProductionFacility;Tevo Lokomo Oy;Tevo Lokomo Oy, Metalliteollisuus;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;23.76735;61.48462;Lokomonkatu;3;Tampere;33100;FI;2019;functional;9131.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002408;327879;6821037
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002415.ProductionFacility;NextPharma Oy;NextPharma Oy, Tampereen tehdas;4(e);Installations using a chemical or biological process for the production on an industrial scale of basic pharmaceutical products;23.88135;61.4492;Niittyhaankatu;20;Tampere;33720;FI;2019;functional;9132.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002415;333757;6816799
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002416.ProductionFacility;Tampereen Sähkölaitos Oy;Tampereen Sähkölaitos Oy, Lielahden voimalaitos;1(c);Thermal power stations and other combustion installations;23.6752;61.51025;Rahtimiehenkatu;7;Tampere;33270;FI;2019;functional;9133.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002416;323121;6824136
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002432.ProductionFacility;Amerplast Oy;Amerplast Oy, Tampereen tehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;23.91585;61.48146;Vestonkatu;24;Tampere;33730;FI;2019;functional;9134.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002432;335765;6820302
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002444.ProductionFacility;Valkeakosken Energia Oy;Valkeakosken Energia Oy, Kaukolämpö, maakaasu ja tuotanto, Radanvarsitien lk ja Energia-Tietola Kaukolämpö;1(c);Thermal power stations and other combustion installations;24.01657;61.27119;Radanvarsitie;6;Valkeakoski;37600;FI;2019;functional;9135.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002444;340055;6796647
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002448.ProductionFacility;Riga Wood Finland Oy;Riga Wood Finland Oy, Sastamalan vaneritehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);22.88582;61.34761;Asemakatu  -;3840;Vammala;38210;FI;2019;functional;9136.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002448;280019;6808442
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002477.ProductionFacility;SAARIOINEN OY;SAARIOINEN OY, VALKEAKOSKI;8(b)(i);Treatment and processing intended for the production of food and beverage products from animal raw materials (other than milk);23.96291;61.28146;Tikinmaankatu;21;Valkeakoski;37630;FI;2019;functional;9137.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002477;337233;6797923
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002483.ProductionFacility;Tampereen  Sähkölaitos  Oy;Tampereen  Sähkölaitos  Oy, Hakametsän lämpökeskus;1(c);Thermal power stations and other combustion installations;23.82241;61.49469;Hervannan valtaväylä;61;Tampere;33530;FI;2019;functional;9138.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000002483;330864;6822013
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002491.ProductionFacility;LOISTE LÄMPÖ OY;LOISTE LÄMPÖ OY, Palokankaan lämpökeskus;1(c);Thermal power stations and other combustion installations;27.72479;64.21864;Kettukalliontie;3;Kajaani;87100;FI;2019;functional;9139.0;Centre for Economic Development, Transport and the Environment for Kainuu;0295023500;0000002491;535173;7121579
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002513.ProductionFacility;JUUAN DOLOMIITTIKALKKI OY;JUUAN DOLOMIITTIKALKKI OY, Paltamon louhos;3(b);Opencast mining and quarrying;27.74499;64.40278;Koikerolahdentie;10;Paltamo;88300;FI;2019;functional;9140.0;Centre for Economic Development, Transport and the Environment for Kainuu;0295023500;0000002513;535913;7142109
