Facility_INSPIRE_ID;reportingYear;nameOfFeature;mainActivityCode;mainActivityName;city;wasteClassificationCode;wasteClassificationName;wasteTreatmentCode;wasteTreatmentName;totalWasteQuantityTNE;methodCode;methodName;nameOfReceiver;ReceivingSite_city;ReceivingSite_postalCode;ReceivingSite_countryName;facilityId
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2017;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;NONHW;Non-hazardous waste;D;Destined for disposal;549.0;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2020;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;65.1;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2020;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;20.7;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2020;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;NONHW;Non-hazardous waste;R;Destined for recovery;48000.0;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2020;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;NONHW;Non-hazardous waste;D;Destined for disposal;142.0;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2021;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;5.94;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2021;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;37.9;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2021;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;NONHW;Non-hazardous waste;R;Destined for recovery;74300.0;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2021;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;NONHW;Non-hazardous waste;D;Destined for disposal;149.0;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2022;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;6970.0;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2022;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;2.58;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2022;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;NONHW;Non-hazardous waste;R;Destined for recovery;35300.0;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001728.ProductionFacility;2022;Turun Seudun Energiantuotanto Oy, Naantalin voimalaitos;1(c);Thermal power stations and other combustion installations;Naantali;NONHW;Non-hazardous waste;D;Destined for disposal;52.9;M;Measured: analytical method used;;;;;0000001728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001731.ProductionFacility;2018;Oy Kromatek Ab, Pintakäsittelylaitos;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nakkila;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;87.1;M;Measured: analytical method used;;;;;0000001731
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001731.ProductionFacility;2018;Oy Kromatek Ab, Pintakäsittelylaitos;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nakkila;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;2.1;M;Measured: analytical method used;;;;;0000001731
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001731.ProductionFacility;2019;Oy Kromatek Ab, Pintakäsittelylaitos;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nakkila;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;124.0;M;Measured: analytical method used;;;;;0000001731
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001731.ProductionFacility;2019;Oy Kromatek Ab, Pintakäsittelylaitos;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nakkila;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;1.9;M;Measured: analytical method used;;;;;0000001731
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001731.ProductionFacility;2017;Oy Kromatek Ab, Pintakäsittelylaitos;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nakkila;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;40.2;M;Measured: analytical method used;;;;;0000001731
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001731.ProductionFacility;2017;Oy Kromatek Ab, Pintakäsittelylaitos;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nakkila;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;27.5;M;Measured: analytical method used;;;;;0000001731
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001731.ProductionFacility;2020;Oy Kromatek Ab, Pintakäsittelylaitos;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nakkila;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;147.0;M;Measured: analytical method used;;;;;0000001731
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001731.ProductionFacility;2020;Oy Kromatek Ab, Pintakäsittelylaitos;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nakkila;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;1.3;M;Measured: analytical method used;;;;;0000001731
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001731.ProductionFacility;2021;Oy Kromatek Ab, Pintakäsittelylaitos;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nakkila;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;110.0;M;Measured: analytical method used;;;;;0000001731
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001731.ProductionFacility;2022;Oy Kromatek Ab, Pintakäsittelylaitos;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nakkila;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;138.0;M;Measured: analytical method used;;;;;0000001731
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2018;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.94;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2018;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;1.39;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2018;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;NONHW;Non-hazardous waste;R;Destined for recovery;13500.0;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2018;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;NONHW;Non-hazardous waste;D;Destined for disposal;0.277;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2019;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;3.24;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2019;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;8.91;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2019;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;NONHW;Non-hazardous waste;R;Destined for recovery;11200.0;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2019;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;NONHW;Non-hazardous waste;D;Destined for disposal;4.99;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2017;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;8.07;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2017;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;0.821;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2017;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;NONHW;Non-hazardous waste;R;Destined for recovery;61800.0;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2020;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;3.54;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2020;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;0.928;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2020;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;NONHW;Non-hazardous waste;R;Destined for recovery;8720.0;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2021;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;3.4;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2021;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;5.67;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2021;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;NONHW;Non-hazardous waste;R;Destined for recovery;8610.0;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001755.ProductionFacility;2021;Oy Essity Finland Ab, Nokian tehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);Nokia;NONHW;Non-hazardous waste;D;Destined for disposal;1.45;M;Measured: analytical method used;;;;;0000001755
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2018;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;7.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2018;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;6.83;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2018;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;NONHW;Non-hazardous waste;R;Destined for recovery;6790.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2018;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;NONHW;Non-hazardous waste;D;Destined for disposal;883.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2019;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;11.2;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2019;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;10.9;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2019;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;NONHW;Non-hazardous waste;R;Destined for recovery;6940.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2019;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;NONHW;Non-hazardous waste;D;Destined for disposal;884.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2020;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;6.3;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2020;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;618.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2020;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;NONHW;Non-hazardous waste;R;Destined for recovery;6600.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2020;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;NONHW;Non-hazardous waste;D;Destined for disposal;580.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2021;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;3.77;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2021;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;572.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2021;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;NONHW;Non-hazardous waste;R;Destined for recovery;7420.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2021;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;NONHW;Non-hazardous waste;D;Destined for disposal;631.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001758.ProductionFacility;2022;PURSO OY, Siuron tehtaat;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;Nokia;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;737.0;M;Measured: analytical method used;;;;;0000001758
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2018;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.33;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2018;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;28.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2018;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;R;Destined for recovery;168.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2018;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;D;Destined for disposal;11600.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2019;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;19.2;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2019;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;19.8;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2019;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;R;Destined for recovery;345.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2019;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;D;Destined for disposal;13100.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2017;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.62;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2017;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;197.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2017;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;R;Destined for recovery;198.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2017;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;D;Destined for disposal;14700.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2020;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;17.2;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2020;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;51.5;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2020;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;R;Destined for recovery;160.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2020;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;D;Destined for disposal;9170.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2021;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;24.5;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2021;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;20.7;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2021;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;R;Destined for recovery;1700.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2021;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;D;Destined for disposal;14200.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2022;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;10.7;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2022;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;26.7;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2022;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;R;Destined for recovery;8740.0;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001919.ProductionFacility;2022;Metsä Fibre Oy, Rauman tehdas;6(a);Industrial plants for the production of pulp from timber or similar fibrous materials;Rauma;NONHW;Non-hazardous waste;D;Destined for disposal;87.6;M;Measured: analytical method used;;;;;0000001919
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001921.ProductionFacility;2017;Helon Kuumasinkitys Oy, Kuumasinkitys Rauma;2(c)(iii);Installations for the processing of ferrous metals, Application of protective fused metal coats;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;17.0;M;Measured: analytical method used;AGRICOLA KAUBANDUS OÜ;N/A;N/A;Estonia;0000001921
